valor,texto
1,"Este trabalho consiste no projeto e construção de um protótipo portátil para a aquisição de um sinal de eletrocardiograma (ECG) e na transmissão de dados utilizando tecnologia sem fio (wireless), nesse caso por meio do protocolo Bluetooth. O hardware inclui também, toda rejeição a ruídos externos por meio de filtros analógicos e blindagens, a conversão analógica/digital (AD) desses dados, além da transmissão via Bluetooth para um computador. A visualização dos dados é feita através de um software escrito em linguagem Visual Basic"
1,"Para se garantir a segurança aos seus usuários, aparelhos eletrônicos e eletrodomésticos devem passar por bateladas de testes que garantam o bom e seguro funcionamento de tais aparelhos e seus componentes. Estes testes são determinados por órgãos de segurança, como o INMETRO, que são responsáveis por fazerem as leis e determinar os procedimentos que devem ser realizados. A portaria 371 do INMETRO, visando ao que já foi dito, prevê a obrigatoriedade da realização de dois ensaios de rotina em específico para motores de uso doméstico: o ensaio de continuidade de aterramento e o ensaio de tensão suportável. Sabendo que a inserção destes testes em uma linha de produção atrasa bastante a montagem dos produtos em questão, é de interesse das indústrias a automatização destes procedimentos para torná-los viáveis. Neste trabalho consta o projeto de tal máquina feito pelos alunos em parceria com uma empresa privada de automação industrial."
1,"O trabalho aqui apresentado compõe-se do projeto, da construção e da caracterização de uma célula de carga para fins didáticos nas disciplinas de Transdutores e Instrumentação do Departamento de Engenharia Elétrica e Computação da EESC - USP. Para isso, alguns requisitos nortearam o projeto: portabilidade e versatilidade. Pensando-se na versatilidade, a célula foi projetada em forma cilíndrica e o elemento elástico com bordas circulares acompanhando a circunferência do cilindro permitindo facilmente a troca do elemento elástico para diferentes faixas de operação. Os circuitos de condicionamento analógico de sinais bem como o processamento digital encontra-se contido no interior do corpo cilíndrico, com o display fixado na parte exterior do cilindro. A célula foi montada como uma balança e o resultado expressa a massa do objeto colocado sobre a bandeja da célula. A caracterização da célula seguiu a forma geralmente adotada pelos fabricantes de células de carga comerciais."
1,"A energia elétrica no Brasil tem um custo elevado e a energia solar ainda não é
muito utilizada pela baixa eficiência de conversão energética. Nesse projeto, foi
desenvolvido e testado um modelo de painel fotovoltaico que se autoajusta para
estar sempre direcionado à captação da maior quantidade de luz solar,
produzindo assim, a maior quantidade de energia. Também foi feita a análise da
eficiência de um painel fotovoltaico comparando um sistema com rastreamento e
um fixo. A comparação entre os dados obtidos com o painel fixo e os dados
obtidos com o painel se ajustando mostra que o painel solar autoajustável é mais
eficiente. Foi feita também uma análise da varredura com o rastreamento feito a
partir de diferentes níveis de queda de potência a fim de se descobrir qual é mais
eficiente. A metodologia desenvolvida foi comparada com o método de
rastreamento utilizando resistores dependentes de luz (LDRs) de trabalhos
encontrados na literatura. "
1,"Este trabalho tem por objetivo verificar a melhora apresentada em imagens mamográficas ao se utilizar o filtro de Wiener no processo de restauração. Através deste processamento, deseja-se fazer com que as imagens sejam realçadas e melhorem o desempenho dos esquemas de diagnóstico auxiliado por computador (CAD,do inglês Computer-Aided Diagnosis), os quais tem por definição o objetivo de localizar em mamografias possíveis indicadores de câncer como, por exemplo, as microcalcificações. O método proposto neste trabalho efetua na primeira etapa a transformada de Fourier (FFT) e o filtro de Wiener é aplicado em uma etapa posterior com o intuito de reduzir o ruído e melhorar a resolução espacial da imagem. Em seguida, é utilizada a transformada inversa de Fourier (IFFT) para assim obter a imagem restaurada. As imagens restauradas foram submetidas a um esquema CAD para verificar a melhora obtida na detecção, e com isso obter uma confirmação da existência ou não destas microcalcificações, que se identificadas precocemente podem aumentar a probabilidade de cura do câncer de mama. As imagens mamográficas foram obtidas em um equipamento mamográfico com o uso de um simulador “Phantom”, na qual se tem total conhecimento dos locais onde xii foram simuladas as anomalias do exame, o que possibilitou a comparação dos resultados entre as imagens originais e as restauradas pelo método proposto. Os resultados comprovaram que o filtro de Wiener possibilita uma significativa melhora na detecção de microcalcificações pelo esquema CAD em imagens mamográficas obtidas pelo simulador “Phantom”, comprovando que a qualidade da imagem exerce influência significativa no desempenho dos esquemas CAD"
1,"Pinças ópticas têm sido utilizadas para o aprisionamento e manipulação de partículas micrométricas e nanométricas visando aplicações em diversas áreas da biologia, medicina, física e engenharia. Diversos tipos de feixes focalizados têm sido aplicados com o objetivo de obter determinadas características de manipulação, com destaque para os feixes não difrativos como o feixe de Bessel e suas superposições de mesma frequência, conhecidas como Frozen Waves. Dada a importância desse assunto e o contexto das pesquisas teóricas sobre o mesmo no Departamento de Engenharia Elétrica e de Computação, o objetivo desse trabalho envolve o desenvolvimento de um algoritmo para cálculo de forças ópticas no Regime de Óptica Geométrica produzidas por feixes vetoriais de perfil de campo arbitrário sobre partículas esféricas dielétricas homogêneas.
Além disso, a amplitude de campo desses feixes é determinada em função da potência da fonte óptica. Essa análise é inédita no grupo de pesquisa sobre esse assunto no Departamento, já que ela permite expressar a transferência de momento do feixe para a partícula em Newtons ao invés da seção de choque de pressão de radiação. Pelo fato de considerar as componentes longitudinais de campo, as forças ópticas calculadas no Regime de Óptica Geométrica puderam
ser comparadas com a teoria eletromagnética de forma que a diferença entre esses dois métodos seja devido apenas aos fenômenos ondulatórios como a difração. O algoritmo foi desenvolvido em Matlab e testado através de simulações de forças ópticas produzidas por ondas planas, feixes Gaussianos, feixes de Bessel e suas superposições discretas. A consideração da potência da fonte óptica permitiu comparar a ordem de grandeza das forças produzidas pelas Frozen Waves com a das forças produzidas por feixes convencionais como o Gaussiano. Além disso, os resultados indicam que a convergência entre o Regime de Óptica Geométrica e a teoria eletromagnética é lenta e oscilatória para partículas com índice de refração maior do que o do meio e rápida para
partículas com índice de refração menor do que o do meio. "
1,"O trabalho aborda estudos iniciais para elaboração de um sistema não invasivo de tomografia capacitiva, para detecção de fase e variações na permissividade de líquidos em uma tubulação. A pesquisa tem como objetivo desenvolver um sistema completo para avaliação das propriedades (fase e permissividade) do escoamento dentro da tubulação. O sistema completo consiste de um sistema de aquisição, transmissão, armazenamento e processamento dos dados. A execução dessa pesquisa procura contribuir com as diversas áreas onde o controle de escoamento dentro de um tubo seja necessária, priorizando o desenvolvimento tecnológico e a segurança na área. Com a pesquisa, foi possível aplicar conhecimentos técnicos inerentes como, eletrônica analógica e
digital, instrumentação, programação e processamento de dados. "
1,"A criação de um novo produto é um processo complexo que necessita de uma metodologia para guiar o seu desenvolvimento, desde a definição dos requisitos básicos até o produto chegar às prateleiras. A metodologia será escolhida de acordo com algumas características do projeto a fim de que o objetivo seja alcançado com a máxima eficácia. O estudo de caso apresentado é o desenvolvimento de um pressostato, componente utilizado em lavadoras de roupas, e neste são apresentadas todas as etapas de desenvolvimento, desde o planejamento até a certificação do novo produto. Este trabalho foi desenvolvido durante o estágio na empresa Whirlpool S.A., assim, algumas informações quantitativas de custo, prazo, testes e resultados forma omitidas devido à confidencialidad"
1,"Este trabalho teve como objetivo o desenvolvimento de um circuito eletrônico para acionamento bidirecional de um motor DC através de sinais mioelétricos, com proposta de aplicação em uma órtese para joelhos, com o potencial de auxiliar idosos e indivíduos com mobilidade reduzida em sua locomoção. Dois eletrodos são posicionados em um músculo anterior, dois em um posterior e um em uma protuberância óssea, como referência. Os sinais captados são amplificados, filtrados e comparados em um microcontrolador PIC. O driver de
motor A3953 é acionado a partir dessa comparação. O circuito do motor é separado do circuito de aquisição por isolamento galvânico. A viabilidade do dispositivo foi verificada para membros inferiores, com eletrodos no quadríceps femoral e no bíceps femoral e para membros superiores, com eletrodos no bíceps braquial e no tríceps braquial. "
1,"Existe, hoje em dia, uma crescente demanda por maiores taxas de comunicações.
Atualmente, os meios de comunicação mais comuns em sistemas de comunicação são fibra óptica e rádiofrequência. Entretanto, existem aplicações, em alguns casos de comunicação de curtas distâncias por exemplo, nas quais não é vantajoso utilizá-los. Os sistemas FSO (comunicação óptica no espaço livre, do inglês Free Space Optics Communication) surgem como uma alternativa viável do ponto de vista mecânico, financeiro e técnico. Porém, as FSOs também têm as suas limitações, principalmente por usar a atmosfera como meio de transmissão. Um dos principais problemas envolve o alargamento espacial gradual (difração) da luz, sendo que uma forma efetiva de minimizá-lo ou contorná-lo se dá através do uso de esquemas de controle de campo através de ondas não difrativas. Nesse trabalho, estudou-se como aplicar feixes não difrativos em um enlace FSO para
aumentar a intensidade da onda incidente no receptor, com foco em uma  abordagem teórico-numérica. Foram realizadas simulações, com base nas equações demonstradas, utilizando softwares comerciais para validar a teoria e mostrar como o controle de campo atua em um feixe. Por sua vez, para validar os códigos desenvolvidos, as simulações foram reproduzidas a partir de resultados encontradas na literatura.
"
1,"O eletroencefalógrafo é um dispositivo que permite a obtenção de sinais cerebrais coletados em uma determinada região do escalpo e, uma das informações que podem ser retiradas dele, é o nível de estresse do indivíduo. A abordagem adotada foi o preprocessamento usando a estimação espectral através da Transformada de Fourier de Curto Termo do sinal adquirido enquanto o indivíduo está sobre o agente estressor de tarefa de imagem de Montreal, pelo teste de Stroop e em estado de relaxamento. As informações de densidade
espectral de potência e informações do módulo quadrático da coerência nos diversos canais alimentam um classificador usando redes neurais artificiais com Perceptrons Multicamadas, sendo realizados testes para encontrar a estrutura da rede que produza melhores resultados. A partir deste conceito, sendo realizada as aplicações com o capacete da OpenBCI para adquirir os sinais, e criando um sistema de leitura e processamento destes sinais utilizando
a linguagem Python, para a obtenção do espectro do sinal, foi usada a janela de Slepian para otimizar a energia no lóbulo principal. A classificação usando o espectro de potência médio mostrou-se eficiente para dois níveis de estresse para uma camada escondida e com uma pequena variância entre os resultados encontrados, enquanto para três níveis de estresse, uma rede com duas camadas escondidas mostrou-se mais eficiente. Por outro lado, o uso da potência não conseguiu generalizar os resultados para um conjunto de dados
de mais de um indivíduo, enquanto a rede treinada com a coerência manteve resultados similares para redes com um e dois indivíduos (aroximadamente 95%). Assim, o projeto atingiu os objetivos propostos de apresentar uma metodologia de aprendizagem de máquina com perceptron multicamadas para classificar o estresse, com base em metodologias de processamento de sinais de dados de eletroencefalografia. "
1,"Muitos métodos foram desenvolvidos para o agrupamento de dados, como maximização de expectativa, k-médias e algoritmos baseados em teoria dos grafos. Neste último caso, os grafos são geralmente construídos considerando-se a distância euclidiana como medida de similaridade, e particionado usando-se métodos espectrais. No entanto, estes métodos não são precisos quando os clusters não são bem separados. Além disso, não é possível determinar automaticamente o número de clusters. Essas limitações podem ser superadas, considerando-se algoritmos de detecção de comunidades em redes. Este trabalho propõe uma metodologia de agrupamento de dados baseado na teoria de redes complexas. Diferentes métricas são comparadas para quantiﬁcar as semelhanças entre objetos e três técnicas de detecção de comunidades são consideradas. O método proposto é aplicado em duas bases de dados de problemas reais e dois conjuntos de dados gerados artiﬁcialmente. Ao comparar o método de clustering com abordagens tradicionais, veriﬁca-se que a proximidade medidas dado pela exponencial do inverso da distância Chebyshev é a métrica mais adequada para quantiﬁcar as semelhanças entre os objetos. Além disso, o método de identiﬁcação da comunidade com base na otimização gulosa oferece as menores taxas de erro.


"
1,"Células solares são uma importante classe de dispositivos para contribuir na busca por fontes de energia renováveis. Camadas antirrefletoras (CAR) são utilizadas em células solares para maximizar a injeção de luz e assim aumentar a sua eficiência. Apesar das CARs mais promissoras utilizarem estruturas que espalham a luz, pouco se sabe sobre o efeito desse espalhamento na transmissividade de luz. Esse problema é aqui abordado com uma análise
da influência das propriedades de espalhamento de luz de nanoestruturas (Sub-wavelength Surfaces), usadas como superfícies em pastilhas de silício, sobre sua transmissividade. Buscou-se compreender a relação entre a geometria da estrutura, sob o ponto de vista de seu espectro de Fourier, e sua transmissividade. Utilizou-se o método semianalítico Rigorous Coupled Wave Analysis para a caracterização das propriedades de camada antirrefletora de estruturas quase aleatórias (QA), que permitem o controle do seu espalhamento
de luz. Foi observado que estruturas QA com índices de refração efetivo  comparáveis apresentam transmissividades fortemente dependentes apenas da sua propriedade de espalhamento, chegando a uma diferença de 7% para os casos extremos. Tal resultado é particularmente interessante uma vez que, de acordo com a teoria clássica de índice efetivo, essas transmissividades deveriam ser similares. Foi identificado que essa diferença advém da relação entre o número de canais de transmissão e reflexão proporcionado por cada geometria . Posteriormente, foi feito um comparativo da performance dessas estruturas com outras promissoras da literatura: Black Silicon e Cristal Fotônico. Observou-se que três estruturas com propriedades geométricas e ópticas bem diferentes apresentam transmissividades bem semelhantes: enquanto a estrutura QA espalha bem a luz de maneira controlada, o Black Silicon o faz de maneira aleatória; já o Cristal Fotônico difrata pouco a luz. Portanto, para aplicações em células fotovoltaicas, recomenda-se o uso do último para substratos de silício grossos e se espera que as duas primeiras estruturas sejam melhores para espessuras mais finas, com a vantagem da estrutura QA poder ser otimizada, devido a seu espalhamento controlável. "
1,"Este trabalho apresenta o estudo de caso realizado em uma empresa norte-americana que atua no mercado em diversas áreas relacionadas a Engenharia Elétrica. Tem como objetivo identificar os impactos que a cultura brasileira causa no gerenciamento de projetos, levando em consideração as dimensões culturais de Hofstede junto a cultura norte-americana. Para apoiar o objetivo do presente trabalho, a revisão bibliográfica aborda: a origem e conceitos do gerenciamento de projeto, e em seguida, as dimensões culturais propostas por Hofstede. Através de questionário realizado com profissionais da empresa, foi possível identificar a influência da cultura brasileira no comportamento dos profissionais relacionados com o gerenciamento de projetos da empresa.
"
1,"A medição da força de preensão palmar (FPP) é uma forma de avaliar
quantitativamente a força que uma pessoa é capaz de exercer com as mãos para pegar objetos. Sua importância está relacionada ao seu uso como ferramenta tanto de acompanhamento em tratamentos de reabilitação de pacientes com problemas de preensão palmar quanto de estudo da característica da preensão palmar em pessoas saudáveis. Este trabalho teve por objetivodesenvolver uma aplicação baseada na internet - aplicação web - para receber, armazenar em um servidor e disponibilizar graficamente as medidas de FPP coletadas ao longo do tempo da preensão por um dinamômetro de preensão palmar. Essa abordagem se utiliza do protocolo de troca de mensagens Message Queuing Telemetry Transport (MQTT) para desacoplar fisicamente o instrumento de medição do sistema que processa e gerencia as medidas coletadas. Isso porque esse protocolo se baseia na arquitetura publicador-subscritor na qual o
servidor MQTT atua como um intermediário na comunicação entre todos os instrumentos de FPP e a aplicação web. Quanto à aplicação, ela tem a vantagem de armazenar as informações das medidas em um banco de dados centralizado, o que permite que elas possam ser analisadas e compartilhadas por pesquisadores à distância que, por suas vezes, podem contribuir para aumentar a massa de dados do sistema e melhorar a qualidade das análises."
1,"Cada vez mais o mundo se depara com a necessidade de buscar soluções que diminuam os impactos causados ao meio ambiente pelo uso das diversas formas de energia. Isso porque os combustíveis fósseis, apesar de existirem em quantidades ainda consideráveis, estão sendo consumidos rapidamente e, ao serem queimados em processos energéticos ou não, produzem grandes quantidades de substâncias poluidoras. Com o intuito de solucionar este impasse, muito tem sido discutido sobre produzir energia de maneira eficiente, sustentável e com baixo custo.  Neste sentido, o presente trabalho faz um estudo sobre cenários energéticos, focado em fontes alternativas, sua situação atual e incentivos no Brasil e em Portugal. A motivação dessa comparação deve-se ao fato de que em Portugal, nação da qual o Brasil descende, existem fortes incentivos a fontes alternativas de energia, sejam eles para a produção de eletricidade ou geração de energia térmica. Tais incentivos levarão Portugal a utilizar fontes alternativas de geração de energia que ultrapassarão as fósseis até 2013. Por outro lado, no Brasil há fortes incentivos para a geração de energia elétrica a partir da biomassa, aerogeradores e pequenas centrais hidroelétricas (PCHs).  Como conseqüência nota-se que a matriz brasileira tem maior participação renovável que a portuguesa, porém suscetível a fatores naturais e o que o país, no sentido contrário a Portugal ainda não apresenta planos de se desvincular de fontes fósseis. Esta diferença, no entanto, deve-se a um conjunto de fatores, nos quais o ambiental se destaca"
1,"Este estudo tem como objetivo apresentar a estrutura de gestão dos transformadores de potência das subestações pertencentes à Elektro Eletricidade e Serviços S/A, que é baseada nas diretrizes apresentadas pela série ABNT NBR ISO 5500x e na Manutenção Centrada em Confiabilidade. A estrutura subsidia com informações o Sistema de Gestão de Ativos da companhia para a tomada de decisões estratégicas e auxilia no processo de obtenção de valor do ativo ao equilibrar riscos, custos e desempenho. "
1,"Nos últimos anos máquinas de prototipagem por deposição plástica, também conhecidas como Impressoras 3D vem sendo desenvolvidas em pequenos tamanhos e baixo custo. Tais máquinas são de grande utilidade em prototipagem rápida, design e até mesmo em lazer. Tecnologia em impressão 3D desenvolvida em conjunto por uma comunidade virtual (RepRap) ""open source"" está acessível a qualquer pessoa com acesso a internet e as ferramentas adequadas. Esse trabalho teve como objetivo estudar os conceitos que envolvem o universo da impressão 3D e posteriormente desenvolver um projeto que vise a melhoria de uma impressora 3D através da criação de uma nova ferramenta, metodologia, tecnologia ou programa nas áreas de engenharia. Foi assim desenvolvido um sensor de falhas e feita uma pesquisa de ponto de temperatura ótimo para funcionamento da máquina que permitiram economia de 30% no tempo de impressão e aumento na qualidade e resistência das peças impressas.
"
1,"Em vista da crescente necessidade de levar tecnologia para o campo a fim de aumentar a produtividade e qualidade da produção agropecuária, a EMBRAPA Instrumentação desenvolveu uma rede de sensores sem fio para ser aplicada na agricultura de precisão. Uma das aplicações é para a determinação do período de molhamento foliar que possibilita combater de forma eficiente doenças fúngicas ou bacteriológicas que podem ocorrer nas plantações. A utilização de sensores descartáveis para esse tipo de aplicação e o objeto de estudo deste trabalho. Partindo da técnica utilizada em um equipamento conhecido por Nariz Eletrônico que possibilitou a determinação do funcionamento dos sensores, foram desenvolvidos os condicionadores de sinais para os sensores de temperatura, umidade e período de molhamento foliar, buscando-se a maior adequação possível de forma a não exigir alteração no sistema atual. Os resultados obtidos das medições com esses sensores de baixo custo foram satisfatórias e os três sistemas foram completamente compatíveis com o sistema atual. Pode-se ver que sistemas com um custo cada vez menor é uma realidade e a aplicação em larga escala desse tipo de tecnologia a fim de introduzir cada vez mais o conceito de agricultura de precisão aos produtores rurais torna-se cada vez mais possível"
