valor,texto
0,"O presente trabalho objetiva analisar a aplicação do dolo eventual ou da culpa consciente nos crimes de homicídio ocorridos mediante acidentes no trânsito, mormente aqueles em que está envolvida a embriaguez do agente. Por si só a diferenciação dos institutos do dolo eventual e da culpa consciente se mostra dificultosa, para tanto se inicia o trabalho com uma análise da evolução histórica do pensamento penal de uma forma geral, para então se analisar com maior profundidade os institutos do dolo eventual e da culpa consciente e as teorias a eles relacionadas. Por fim, para a análise específica da aplicação destes institutos nos casos de homicídio no trânsito, será usada como base a manifestação do STF no Habeas Corpus 107.801/SP, para então se determinar a jurisprudência relativa ao tema. Serão, assim, abordadas as principais teorias relativas à definição do dolo eventual e da culpa consciente, além da sua aplicação especificamente no caso dos homicídios praticados no trânsito."
0,Sem resumo. 
0,"Por que alguns sujeitos são “juridicamente mudos” se todos são iguais perante a lei? O presente trabalho se lança à tarefa de analisar criticamente algumas das formas de reprodução simbólica do Direito, a partir de uma perspectiva de abertura aos sentidos de justiça, Estado, Direito e desigualdades presentes na música popular brasileira. Essa abertura se mostra fundamental a um Direito que, de longa data, parece estar “surdo” a determinadas vozes sociais. Em razão disso, inicialmente pretende-se identificar o papel mistificador da ideologia jurídica e da insensibilidade no operar deste Direito. Partindo destas reflexões, é possível investigar com maior lucidez as vozes eleitas para este estudo, bem como os movimentos culturais em que se inserem: Racionais MCs e Bezerra da Silva, hip hop e samba. Tais vozes, intimamente atreladas ao lugar social de onde são proferidas, exercem importante função na luta pela hegemonia e na crítica a práticas associadas às normas jurídicas, aos controles e à repressão estatal. Nesse sentido, a proposta central deste trabalho é ouvir e analisar o que dizem estes “porta-vozes da mudez jurídica”, especialmente no que se refere a: a) criminalidade; b) repressão policial; c) Estado e Direito; d) questões de raça; e) pobreza, exclusão e capitalismo; e f) favela e periferia. A arte popular pode ser um caminho para que o Direito se desenclausure e destampe seus ouvidos. Mas não só: um caminho para que ele efetivamente consiga ouvir observações críticas acerca daquilo que lhe diz respeito, sensibilize-se e permita-se a transformação."
0,"O presente Trabalho de Conclusão de Curso consiste em uma continuação do trabalho desenvolvido durante a Iniciação Científica, financiada pelo CNPq, no período de agosto de 2010 a julho de 2011, sob o título: “Mecanismos internacionais de proteção ao meio ambiente e desenvolvimento brasileiro”. A monografia, além de revista e atualizada, teve acréscimo de um capítulo para discutir a atuação do poder público municipal, com base nas experiências de Ribeirão Preto, Estado de São Paulo. Por isso, alteramos o título do trabalho, para melhor coerência com o seu conteúdo. O objetivo maior do trabalho foi investigar a proteção internacional do meio ambiente e as repercussões no desenvolvimento brasileiro, através das discussões promovidas no âmbito internacional, cujos fundamentos contribuíram para a formulação de políticas públicas socioambientais no Brasil."
0,"O presente trabalho se dedica ao estudo da importância política da memória em contextos de transição política. Inicialmente, o trabalho se dedica a estudar alguns marcos teóricos que tratam da memória e sua importância no plano individual e coletivo. Partindo do conceito de história e memória de Benjamin e Adorno, são estudados os temas da transição e da justiça de transição. Além de uma breve descrição das teorias políticas de transição surgidas no período da Guerra Fria, o trabalho se presta a uma crítica a essas teorias, utilizando-se dos marcos teóricos estudados no primeiro capítulo e do conceito de política de Jacques Rancière. Finalmente, a partir do conceito de transição política estudado, faz-se uma breve descrição daquilo que se tem entendido como Justiça de Transição e dos eixos que a compõem, dentre os quais o direito à memória, sob a ótica materialista-dialética de história, tal qual defendida por Walter Benjamin, e valendo-se do conceito de política como dissenso, de Jaccques Rancière."
0,"O presente trabalho se dedica ao estudo da importância política da memória em contextos de transição política. Inicialmente, o trabalho se dedica a estudar alguns marcos teóricos que tratam da memória e sua importância no plano individual e coletivo. Partindo do conceito de história e memória de Benjamin e Adorno, são estudados os temas da transição e da justiça de transição. Além de uma breve descrição das teorias políticas de transição surgidas no período da Guerra Fria, o trabalho se presta a uma crítica a essas teorias, utilizando-se dos marcos teóricos estudados no primeiro capítulo e do conceito de política de Jacques Rancière. Finalmente, a partir do conceito de transição política estudado, faz-se uma breve descrição daquilo que se tem entendido como Justiça de Transição e dos eixos que a compõem, dentre os quais o direito à memória, sob a ótica materialista-dialética de história, tal qual defendida por Walter Benjamin, e valendo-se do conceito de política como dissenso, de Jaccques Rancière."
0,"A situação de aparente segredo como modus-operandi das estatísticas criminais brasileiras, ou seja, a diluição da transparência e do controle público, da acessibilidade e da confialidade dos dados, parece prover de uma carência na sua organização e divulgação. Tomando por referência o modelo de “ciências criminais integrais” e sob o enfoque da sociologia criminal, cujos instrumentos próprios são o recolhimento e interpretação de dados estatísticos, busca-se realizar o mapeamento das instituições oficiais atualmente responsáveis pela produção, publicação e amarzenamento dos dados criminais pátrios. Dessa maneira, objetiva-se estabelecer uma relação entre estatísticas criminais como evidências empíricas para a política criminal, a partir da compreensão dos mecanismos adotados. A pesquisa recorre também ao método comparado, confrontando-se a experiência brasileira às Kriminalstatistiken alemãs, na medida em que analisa a produção científica do país no processo de melhoria dos dados criminais. Falar em estatísticas criminais, por fim, requer a ponderação quanto às dificuldade e limites de qualquer representação da realidade. O presente artigo visa introduzir questionamentos sobre a necessidade latente de informação e conhecimento na área de segurança pública, úteis tanto para a Academia, no desenvolvimento de pesquisas científicas, quanto para os agentes de segurança pública, na consecução de políticas voltadas à prevenção e repressão da criminalidade, seja do legislativo ou administrativo (poder de polícia)."
0,"Este trabalho trata do bicameralismo brasileiro, a partir de um enfoque crítico.
Buscamos identificar, no sistema bicameral do Poder Legislativo brasileiro, suas origens,
semelhanças com outros países, bem como suas particularidades e desenvolvimento próprio.
A partir daí, obtivemos um quadro do atual modelo bicameral brasileiro. Foi possível afirmar
que ele preserva, ainda hoje, traços comuns tanto aos seus paralelos na história brasileira,
como de outros países, em particular, o norte-americano. Utilizamos, para melhor
compreendê-lo, as definições de Liphart, sobre bicameralismos simétricos e assimétricos,
congruentes e incongruentes, para concluir que o sistema brasileiro é simétrico e
incongruente, portanto, um bicameralismo forte. Também, a partir dos critérios de Tsebelis &
Money, classificamos o modelo brasileiro como possuidor de forte dimensão política.
Analisamos, com dados empíricos, se a produção e atuação legislativa das Casas do
Congresso Nacional exige, de fato, este modelo, e, por fim, levantamos perspectivas de
avanços e superação dos seus atuais problemas."
0,"O artigo 5° da Constituição Federal de 1988 versa sobre direitos fundamentais da pessoa,
sendo dois destes direitos, o direito à vida e à dignidade humana. A dignidade humana é de
difícil definição, pois ela faz parte da construção social. Assim, vem à tona a temática do
direito a morrer com dignidade, direito que não se encontra em nenhum local na Constituição
Federal. O estudo desenvolvido tem como objetivo questionar qual é a motivação da morte
não ser um direito fundamental e como é a liberdade e a autonomia para a escolha do
individuo nesta temática. Especialmente quando se trata de cidadãos com doenças terminais
ou degenerativas. Pois se é definido como direito intrínseco a vida e a dignidade humana, por
que não a morte com dignidade?"
0,"O presente trabalho de conclusão de curso tem como objeto o estudo das cláusulas pro soluto e pro solvendo no contrato de factoring. A possibilidade ou não de o faturizador se voltar contra o faturizado, no caso de inadimplemento do devedor, é um tema controverso na doutrina e na jurisprudência e gera significativo impacto econômico para as partes, influenciando no custo da operação e na segurança jurídica e econômica do negócio. Assim, o trabalho se inicia com um panorama geral do instituto do factoring e sua distinção face às instituições financeiras. Feito isso, estuda-se os meios de transferência do crédito no factoring para, finalmente, enfrentar-se o tema das cláusulas pro soluto e pro solvendo."
0,"O termo “fuga de cérebros” (brain drain) é usado para se referir a um fenômeno migratório
crescente no mundo desde a década de 1960: a migração de indivíduos qualificados e/ou com
habilidades mentais consideradas especiais, em especial de países em desenvolvimento para
países desenvolvidos. Há preocupações associadas às suas possíveis repercussões negativas,
principalmente para os países de origem, por perderem, com o brain drain, importante capital
humano. Nos últimos trinta anos, contudo, tem sido discutida a perspectiva do brain gain, isto
é, dos possíveis ganhos, advindos da situação, tanto para os indivíduos, quanto para os países
envolvidos. O presente trabalho buscou delinear a situação recente da migração internacional
qualificada no Brasil e no mundo, analisando alguns dos principais dados disponíveis a
respeito, bem como a legislação migratória brasileira – destacando, ainda, relações existentes
entre as migrações e o desenvolvimento científico-tecnológico, tendo em vista as influências
recíprocas observadas entre ambos. O estudo revela que, em números absolutos, a migração
qualificada de e para o Brasil cresceu; proporcionalmente, porém, o país não está dentre
aqueles que, no mundo, mais recebem e/ou exportam esse capital humano, tampouco parece
ser um dos que mais sofrem impactos negativos decorrentes da situação. Há, porém, razões
para acompanhar e estudar mais profundamente o caso brasileiro, a fim de apurar melhor as
eventuais repercussões do fenômeno envolvendo o país. A política migratória brasileira, além
disso, se mostra falha em diversos aspectos, o que pode dificultar o estímulo à circulação
internacional de cientistas e demais profissionais – ainda que esse grupo tenda a ter menores
restrições de acesso ao país que outros grupos de migrantes -, trazendo consequências
indesejáveis para o desenvolvimento econômico, científico e humano."
0,"O futebol, atualmente, além de se constituir como um poderoso elemento sociocultural, caracteriza-se como importante atividade econômica, plenamente inserida no mercado. Consequentemente, a atividade desenvolvida pelos clubes, após transpor uma primeira etapa de profissionalização, passou, mais recentemente, por um processo de mercantilização, tornando-se verdadeira atividade mercantil e aproximando-se do conceito de empresa. Discute-se, nesse cenário, a adequação do modelo de gestão e da estrutura jurídica das entidades de prática desportiva à essa nova realidade. Dessa forma, o objetivo do trabalho consiste em analisar o processo de transformação dos clubes de futebol no Brasil, do modelo associativo para a forma de sociedades empresárias desportivas."
0," O direito à saúde é tomado na Carta Política como direito-dever do Estado e da sociedade perante o cidadão. Observa-se que suas disposições acerca do direito à saúde apresentam conteúdo valorativo relacionado à busca pela justiça social. Em função da atuação do Ministério Público, Defensorias e da jurisprudência que vem se consolidando na aplicação dos dispositivos relativos ao direito à saúde, surgiu uma zona de conflito entre as atribuições/competências dos Poderes Judiciário e Executivo no que concerne à escolha e execução das políticas públicas. Um número cada vez maior de direitos subjetivos geradores de deveres estatais na área da saúde surge não só em função dos avanços normativos alcançados pelo Poder Legislativo, como também em virtude dos avanços interpretativos do Poder Judiciário. Nesse contexto, o Poder Judiciário acaba por se tornar uma “porta de entrada” não oficial ao Sistema Único de Saúde (SUS) para os que visam acesso integral aos bens de saúde. O problema dessa pesquisa consiste em analisar o eventual direcionamento jurisprudencial do Supremo Tribunal Federal (STF), sobretudo após a realização da Audiência Pública nº 04/2009, no que diz respeito aos seguintes temas (conectivos): (i) acesso a medicamentos; (ii) tratamentos no exterior e; (iii) argumentos do poder público contrários à concessão de prestações e/ou bens essenciais à saúde (“reserva do possível” e a impossibilidade de penhora do orçamento público). A metodologia aplicada à pesquisa foi a da análise jurisprudencial e a pesquisa bibliográfica. A partir da análise das decisões, foram levantados e agrupados os dados obtidos a partir dos conectivos acima referidos. Como marco teórico sobre “judicialização da saúde” analisou-se, dentre outros textos, a degravação da Audiência Pública nº 04/2009, que esclarece questões técnicas, científicas, administrativas, políticas e econômicas relacionadas à tensão existente entre os aplicadores do Direito, gestores da saúde e usuários do SUS. Os dados coletados apontaram que: (i) o STF reconhece a prevalência do direito à saúde sobre os interesses financeiros do Estado; (ii) os principais fundamentos constantes nos acórdãos são: (a) o direito à vida; (b) a responsabilidade solidária dos entes federativos pela garantia do direito à saúde; (c) a impostergabilidade do direito à saúde; (d) a legitimidade ativa do Ministério Público para defesa dos direitos individuais indisponíveis e para o controle das prestações de relevância pública; (e) a inexistência de ofensa à separação dos Poderes com a judicialização da saúde e; (f) a possibilidade de bloqueio das verbas públicas para dar cumprimento às decisões relativas a prestações de bens de saúde. "
0,"O presente trabalho se dedica ao estudo do movimento da justiça de Zeus e suas relações com uma cosmovisão baseada na retribuição na trilogia trágica Oresteia, de autoria de Ésquilo, cuja tema é a maldição familiar que assola a família real de Argos, marcada por um contínuo de assassinatos motivados por vingança que tem seu fim em um tribunal instituído por Atena que emerge como nova forma de administração da justiça. A primeira parte deste trabalho parte da investigação da história política de Atenas entre os séculos IV e V a.C. a fim de contextualizar a obra e a biografia de Ésquilo com as novas concepções que emergem do regime democrático, tal como do desenvolvimento da tragédia como manifestação artística que problematiza o mito e a condição humana. A segunda parte deste trabalho é dedicada ao estudo concreto da trilogia trágica, focando no tratamento dado pela tradição épica e lírica precedente a Ésquilo ao mito de Orestes, as interpretações correntes sobre a natureza da justiça de Zeus e da análise de três cenas de ἀγων/agon onde as personagens envolvidas manifestam concepções distintas de justiça e responsabilidade criminal em um jogo dialético típico da tragédia que procura demonstrar as flutuações de sentido do vocabulário jurídico."
0,"O presente trabalho objetiva analisar as posições adotadas por alguns dos principais
tribunais do país (os Tribunais Regionais Federais das cinco regiões e o Superior Tribunal
de Justiça) no que concerne à desaposentação, de modo a atestar se o instituto é
juridicamente viável, ou seja, se se trata de uma realidade acatada pelo Direito brasileiro. A
relevância da jurisprudência no trato do tema repousa sobretudo na ausência de previsão
legal a respeito do assunto – ademais da pluralidade de argumentos favoráveis e contrários
à sua concessão, o que polemiza o tópico –, conferindo aos magistrados um papel de suma
relevância na delimitação de sua exequibilidade."
0,"O objetivo central da pesquisa é analisar a efetividade da Comissão de Análise de Solicitações Especiais, no contexto da efetivação do direito à saúde pelo Poder Judiciário a partir das demandas ajuizadas pela Defensoria Pública do Estado de São Paulo – Regional Ribeirão Preto. O estudo buscou trazer subsídios ao órgão da Defensoria Pública na ampliação do acesso à justiça aos mais vulneráveis como forma de assegurar o acesso a bens e serviços de saúde indispensáveis à manutenção de uma vida digna.
A Comissão analisada, formada por integrantes dos Poderes Executivos municipal e estadual e do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto, emite pareceres técnicos nos processos judiciais envolvendo pedidos de medicamentos, equipamentos e tratamentos médicos como forma de racionalizar o processo de judicialização do direito à saúde, evitando o fornecimento de medicamentos e tratamentos médicos sem a devida comprovação de eficiência no tratamento da doença.
A metodologia adotada na pesquisa consistiu na análise quantitativa dos dados obtidos dos pareceres da Comissão, decisões liminares e sentenças judiciais nos processos ajuizados pela Defensoria Pública envolvendo a tutela do direito à saúde dos necessitados.
O estudo identificou que o órgão técnico emite número considerável de pareceres desfavoráveis à concessão do pedido formulado pela Defensoria Pública e que o judiciário não segue, na maioria desses casos, o conteúdo dos pareceres ao conceder o pedido de liminar. Ademais, o tempo necessário para julgamento desses pedidos aumentou significativamente com a necessidade de manifestação prévia da Comissão. É válido destacar que os bens e serviços de saúde pleiteados, por envolverem a vida e o bem-estar físico e psíquico da parte autora, necessitam de uma rápida manifestação pelo Poder Judiciário."
0,"O presente trabalho tem por escopo analisar a autocomposição como método eficaz de resolução de conflitos civis, com foco no mecanismo da mediação. Será estudado como os meios autocompositivos podem contribuir para a solução adequada ao tipo de controvérsia, considerando as partes e a natureza do conflito. Serão avaliados a importância da utilização desses mecanismos e os obstáculos para sua implantação, bem como a utilização e o avanço das vias autocompositivas na legislação, na doutrina e na prática jurídica brasileiras, relacionando o estudo à crescente preocupação do Direito com a celeridade processual. Por fim, serão apresentadas três formas autocompositivas - mediação, conciliação e negociação – com enfoque e detalhamento no procedimento de mediação."
0,"O presente trabalho tem como tema a disciplina das taxas ambientais, mormente à instituída pela Lei 10.165/00. O objetivo geral é demonstrar a constitucionalidade do aludido instrumento e, também, que as taxas podem ser utilizadas como forma de se perquirir os valores constitucionais, devido à sua natureza extrafiscal. A metodologia utilizada no presente trabalho foi o método de abordagem dedutivo. O referido diploma legal despertou diversas críticas da doutrina, mormente à sua constitucionalidade. Ademais, alguns teóricos sustentam que as taxas não apresentam caráter extrafiscal e, portanto, não poderiam ser utilizadas na persecução da proteção ambiental. Com o uso da extrafiscalidade dos tributos, internalizando os custos dos recursos naturais no preço final das atividades econômicas, há a possibilidade de indução de comportamentos dos particulares para induzir atividades ambientalmente orientadas, ou inibir as poluentes, relacionando o direito tributário com o direito ambiental e como forma de se perquirir os valores constitucionais. Nesse diapasão, este estudo, em um primeiro momento, pesquisará o direito ao meio ambiente ecologicamente equilibrado, erigido ao status de direito fundamental pela Constituição Federal de 1988; ato contínuo, será analisada a estrutura da norma tributária e a disciplina do Direito Tributário em geral; após, serão esmiuçadas as bases do Direito Tributário Ambiental; e, por fim, o foco serão as taxas, com análise de sua estrutura, da possibilidade de assumirem o caráter extrafiscal e se a Taxa de Fiscalização e Controle Ambiental, criada pela Lei 10.165/00, é constitucional. Conclui-se, assim, que os tributos podem ser utilizados para se perquirir a proteção ambiental, inclusive as taxas, devido à sua natureza extrafiscal e à constitucionalidade do referido diploma legal."
