valor,texto
1,"Este trabalho apresenta o estudo e implementação da regeneração de energia por meio de frenagem de um motor de corrente contínua sem escovas, sem inserção de chaves de potência ou conversores adicionais. Para isso, discute-se as abordagens teóricas da frenagem regenerativa, além de técnicas de acionamento e levantamento de parâmetros elétricos e mecânicos da máquina. O sistema completo foi inicialmente simulado em ambientes computacionais como o Matlab, Simulink e Simscape e em seguida implementado na prática usando conjuntos de circuitos de potência e de sinal permitindo tanto a operação da máquina no modo motor como no modo de regeneração de energia via frenagem elétrica. Com o sistema implementado, foi possível verificar satisfatoriamente o modo de operação de frenagem regenerativa, levantar faixas de funcionamento em que a energia regenerada é maior de acordo com a aplicação do ciclo de trabalho nas chaves da ponte inversora e fazer análises de casos utilizando a frenagem regenerativa. "
1,"Os transformadores são um dos principais equipamentos no contexto dos Sistemas Elétricos de Potência (SEP). Assim, o estudo de técnicas de manutenção deste equipamento é importante para aumentar seu tempo de funcionamento e confiabilidade. A umidade interna nos transformadores é um grave problema, já que além de possibilitar falhas elétricas dentro do transformador, acelera o processo de envelhecimento diminuindo a vida útil do equipamento. Dessa forma a secagem de transformadores é uma técnica importante para garantir a longevidade dos mesmos, sendo a única técnica utilizada para aumentar a vida útil da isolação sólida. Portanto o objetivo desse trabalho é estudar as técnicas de secagem além de avaliar as duas técnicas utilizadas na Companhia de Transmissão de Energia Elétrica Paulista (CTEEP), e após essa análise propor melhorias práticas para os métodos avaliados."
1,"O objetivo deste trabalho é mostrar a utilidade da análise SWOT (Strength, Weakenesses, Opportunities, Threats) e Ciclo de Deming, como ferramentas gerenciais estratégicas de controle e planejamento, para implantar uma gestão de processos em uma concessionária de energia elétrica do estado de São Paulo. Dos objetivos desta Gestão de Ordens de Serviços (OS) Comerciais, pode-se citar a
colaboração no projeto da Diretoria Executiva de Operação, com a redução do número total de OS em 2016. Quanto às vantagens, tem-se a não adição de custos operacionais à empresa, economia de milhares de reais, pois evita transgressões por descumprimento de prazo de serviço, o aumento na boa relação com os clientes e na boa imagem no mercado. A metodologia em questão aborda dois métodos: a Análise SWOT para direcionamento e auxílio na tomada de decisões, que no caso foi a instalação ou não de uma gestão de um grupo de OS Comerciais; e o Ciclo de Deming, didaticamente chamado de Ciclo PDCA (Plan, Do, Check, Act), o qual é aplicado para melhoria contínua de processos, produtos ou serviços. Dos resultados obtidos, pode-se afirmar que a devido a fácil implantação e simplicidade da Análise SWOT, os envolvidos no projeto passaram a interpretar o cenário no qual a empresa está inserida, buscando algumas preferências e favorecimentos na forma de elaborar, atuar e melhorar a gestão em questão. Quanto ao Ciclo PDCA, este se mostrou perfeitamente capaz de auxiliar no planejamento e controle do processo, reduzindo o número de OS reguladas, não reguladas e, valores de transgressão em 98%, 85,9% e 73,6% consecutivamente, no período estudado. Contudo, a monografia em questão comprovou a eficiência de ambos os métodos gerenciais na elaboração, planejamento e controle do processo de gestão de OS Comerciais da  concessionária de energia elétrica em questão."
1,"A eletricidade é um fator importante no cotidiano da sociedade, e a cada dia o consumo desta vem aumentando. Além deste fato, há também a preocupação atual com a preservação do meio ambiente. Com o objetivo de suprir esta crescente demanda energética, e reduzir os impactos ambientais, vários investimentos estão sendo direcionados para as fontes alternativas de energia. Muitas empresas estão aplicando o conceito de desenvolvimento sustentável, adotando atitudes e políticas ecologicamente corretas. A energia solar, renovável e limpa, é uma dessas alternativas para gerar eletricidade. Apesar de seu custo elevado, muitos países já têm adotado a energia solar em diversas aplicações. A conversão da luz solar em energia elétrica é realizada através de um sistema fotovoltaico. Esse pode operar em três modos: isolado, conectado à rede de distribuição de energia elétrica ou híbrido (operando com outras fontes de geração de energia). Este trabalho apresenta a modelagem de um sistema fotovoltaico operando nos dois primeiros modos. O objetivo é verificar sua atuação, em cada caso, no fornecimento de energia para uma determinada carga. Para isso, foi realizada a implementação e a simulação de cada modo de operação no SimPowerSystems, parte integrante do software MATLAB. Foi realizada a variação de alguns parâmetros, como temperatura ambiente e nível de irradiação solar, para verificar o impacto que estes têm sobre as grandezas elétricas que alimentam a carga. Os resultados foram apresentados em gráficos e tabelas para facilitar a comparação dos diferentes comportamentos"
1,Este trabalho tem como objetivo a simulação de motor de indução para compressores herméticos. O motor de indução modelado é o bifásico assimétrico. Os resultados que foram obtidos são referentes ao regime transitório do motor. Foi usado para o desenvolvimento de equações o modelo d-q e as simulações foram feitas nos softwares MATLAB e PSPICE. Em cada simulador foi utilizada uma forma diferente de representar as equações diferenciais do modelo e os resultados dos dois modelos são comparados entre si para serem tiradas conclusões a respeito das simulações
1,"Em países de dimensões continentais, como o Brasil, onde as principais fontes de energia elétrica são de origem hidráulica, é necessária a construção de extensas linhas de transmissão (LTs) que interliguem tais fontes aos principais centros consumidores. Desta forma, o percurso destas linhas pode compreender regiões com características orográficas bastante diversificadas e com constantes variações climáticas ocasionando interações com fenômenos eletromagnéticos indesejáveis, tais como as descargas atmosféricas, as quais são as principais responsáveis por desligamentos não programados de linhas aéreas de transmissão de energia, em virtude da sua incidência nos condutores ou nas torres de transmissão. É neste contexto que se insere esta pesquisa por meio do desenvolvimento de um Sistema de Proteção contra Descargas Atmosféricas (SPDA) para proteção de uma linha de transmissão real que conecta a uma usina de pequeno porte a uma subestação para distribuição de energia. Ressalta-se que no decorrer deste trabalho de conclusão de curso a linha de transmissão mencionada foi modelada e simulada dispondo-se do programa computacional ATP (Alternative Transients Program), através da interface gráfica ATPDraw. Ademais, foi empregado o modelo JMarti para as simulações de descarga atmosférica e o modelo Pinceti para representar as características dinâmicas dos pára-raios e simulá-los, como será visto no decorrer deste relatório. Além disso, para o desenvolvimento de um SPDA foram feitas simulações de descarga atmosféricas, cálculo das sobretensões causadas pelas mesmas e análise dos seus resultados, para que se pudesse realizar a modelagem computacional dos pára-raios no programa ATPDraw, o dimensionamento e localização dos mesmos ao longo linha, e promover novas simulações de descargas atmosféricas com o intuito de verificar e analisar o projeto de proteção dos pára-raios para a linha escolhida"
1,"Durante a década de 90, o Setor Elétrico Brasileiro (SEB) passou por importantes transformações. Por meio do Projeto de Reestruturação do SEB (RE-SEB), foi promovida a desverticalização das empresas do setor, introduzindo no SEB os conceitos de competição e mercado de energia elétrica. Neste novo contexto a comercialização de energia elétrica se tornou uma atividade extremamente dinâmica, exigindo dos agentes participantes métodos e ferramentas que os auxiliem nas tomadas de decisões em relação ao conjunto de seus investimentos em compra e venda de energia, chamados de carteira de contrato. Assim, este trabalho apresenta uma ferramenta de suporte à decisão na compra de energia, do ponto de vista de um agente do SEB, um Consumidor Livre que visa otimizar seus investimentos em contratos de energia, minimizando custos.     



"
1,"Este trabalho apresenta o comportamento de uma rede elétrica de baixa tensão ao se adicionar microgeradores eólicos em seus nós. Para esta análise, é feito um estudo da microgeração eólica, discutindo seus principais impactos no sistema elétrico e os componentes da rede elétrica. Esta rede foi modelada nos softwares Matlab e SimPowerSystems. Inicialmente, ela foi simulada sem gerador. Em seguida, foi adicionado um gerador eólico trifásico no nó de maior carga e, por fim, foi adicionado no sistema o maior número de geradores, considerando apenas os nós trifásicos. Para todos estes casos, a velocidade
do vento foi fixada em três valores: 2 m/s, 10 m/s e 12 m/s e, depois, a velocidade do vento foi variada em função do tempo, atingindo o valor máximo de 12 m/s. A partir disto, foi possível analisar as influências dos geradores eólicos na variação das tensões, das potências ativas e reativas nos nós, assim como as perdas nas linhas. Após estas simulações, foi verificado que, para a rede modelada e para as condições consideradas, as tensões se mantiveram dentro do limite estabelecido pelo PRODIST tanto para regime permanente
como para regime transitório. Além disso, também foi possível analisar que, quando não ocorre fluxo reverso nos transformadores, à medida que a velocidade do vento aumentou, as perdas nas linhas diminuíram. "
1,"Para comprovar a qualidade dos materiais são necessários diversos ensaios, um para cada propriedade a ser estudada. Por meio de ensaios mecânicos é possível determinar o módulo de elasticidade (MOE) e o módulo de ruptura (MOR) dos corpos em diferentes direções. Para calcular essas propriedades, MOE e MOR, usa-se a força aplicada no material e a deformação sofrida pelo mesmo. Entretanto, para uma maior precisão do ensaio, é necessário um sistema que consiga obter os dados, de forma digital, da força aplicada e a quantidade de deformação sofrida pelo material concomitantemente e em tempo real.
O projeto consiste no desenvolvimento de um Equipamento de Medição do Módulo de Elasticidade, que consiste basicamente de uma prensa que fornecerá a força aplicada, um sensor de força, um sensor deslocamento LVDT e um programa computacional que controle todo o sistema. É desenvolvido um software em linguagem C, com o auxilio do programa C Builder, para a comunicação serial do sensor de força e do sensor LVDT com o computador, para o tratamento dos dados, geração de um gráfico força versus deformação.
"
1,"O presente trabalho tem o objetivo de verificar qual o “Hosting Capacity” de um alimentador de distribuição de energia elétrica real da companhia CPFL – Companhia Paulista de Força e Luz – Paulista, na cidade de Ribeirão Preto/São Paulo, através de diferentes cenários pré-definidos. O “Hosting Capacity” de uma maneira geral pode ser definido como a capacidade de inserção de GDs –
Geradores Distribuídos - que a rede pode suportar sem que haja prejuízos na qualidade de energia, técnicos e físicos nos equipamentos. Assim, para encontrar o “Hosting Capacity” de uma rede é necessário definir parâmetros limitantes que indicarão a saturação da rede diante da inserção de GDs. Vale ressaltar que para aumentar a capacidade da rede além do limite encontrado, será necessário realizar melhorias na rede, como: trocas de cabo, instalação de equipamentos como reguladores de tensão, banco de capacitores, entre outros. Importa destacar que a modelagem do alimentador escolhido foi realizada no trabalho intitulado “Modelagem e Análise Estática de um Alimentador Real da CPFL Paulista” (PAULA, 2016). O programa utilizado para o estudo deste  trabalho foi desenvolvido no software Matlab, e em paralelo contou com o auxílio do software OpenDSS, o qual é uma das ferramentas comumente utilizadas para estudo de fluxo de potência. Ademais, estas simulações para análises das condições da rede primária são utilizadas para garantir que a penetração de GDs não estejam violando restrições operacionais e técnicas de equipamentos e estejam em conformidade com normas e limites de qualidade de energia, estabelecidos pelo órgão regulador (ANEEL) através do PRODIST."
1,"O surgimento de geradores de pequeno porte impulsionou o início da geração distribuída, estes são localizados próximos às cargas e então conectados a sistemas de distribuição ou sub-transmissão. Este tipo de geração de energia ganha mais evidência de acordo com a evolução tecnológica e consequente aumento em sua eficiência e competitividade em relação a geradores de grande porte. Com tanta visibilidade é necessário um maior controle da qualidade da energia a ser entregue ao consumidor, principalmente quando ocorre algum tipo de perturbação no sistema. Para que esse controle seja eficiente é fundamental que os sistemas em questão sejam modelados e simulados em softwares adequados, além disso, é imprescindível que essa modelagem represente de forma satisfatória o sistema real. Quando se trata de geradores distribuídos conectados a sistemas cuja inércia agregada é alta em relação ao gerador em questão, a modelagem é normalmente feita na forma de um equivalente representado por um barramento infinito. Porém, para geradores distribuídos conectados a sistemas com baixa inércia agregada é necessária uma análise detalhada para assegurar que esta mesma modelagem é a mais adequada em termos de retratar mais fielmente a realidade. O objetivo do trabalho é encontrar a modelagem mais adequada para sistemas de geração distribuída conectada a sistemas com baixa inércia agregada, e determinar o correspondente ajuste dos parâmetros do modelo equivalente para conexão de GD. Os resultados mostram que a modelagem proposta, substituindo o barramento infinito por uma máquina síncrona, foi adequada para a situação apresentada."
1,"Com a introdução das bandeiras tarifárias e o constante aumento no custo da
energia elétrica no Brasil, a possibilidade de independência energética e/ou a redução dos custos com energia tornou-se bastante interessante. Assim, este trabalho apresenta um estudo sobre a viabilidade econômica da instalação de um sistema de geração de energia solar on-grid, sem baterias, para consumidores com padrão de consumo em torno de 300 kWh/mês na cidade de Campinas - SP. Foram apresentados alguns métodos para determinação do local apropriado e como é definido a direção e o ângulo de inclinação para a instalação dos painéis solares. Para análise de viabilidade, foram levantados os dados de incidência solar, mapas Solarimétricos brasileiros, curvas de carga típicas de consumidores residenciais, custos de componentes diversos em algumas lojas e, por fim, informações sobre a manutenção dos componentes. Uma vez obtidos esses dados, foram definidos quatro casos de estudo baseado no custo benefício dos componentes, simulados e otimizados sem considerar a venda de energia no software Homer PRO®. O caso que apresentou a melhor relação de custo por capacidade de geração foi simulado novamente agora com a possibilidade de venda de energia excedente. O resultado da simulação apresentou um tempo de retorno de investimento descontado em 6 anos, o
que indica a viabilidade do projeto. "
1,"As fontes alternativas de energia estão cada vez mais delineando seu espaço na
matriz elétrica brasileira, e parte desta evolução pode ser atribuída aos mecanismos
regulatórios, fiscais e financeiros desenvolvidos para auxiliar tais fontes nessa
trajetória. A presente dissertação vislumbra analisar e quantificar o impacto que tais
mecanismos proporcionam na atratividade de investimentos em fontes alternativas e
na sustentabilidade do movimento de inserção destas fontes na matriz elétrica
nacional. A necessidade de expansão da nossa matriz energética, coloca em foco a
discussão do uso de outras fontes de energia renováveis e da geração
descentralizada, atividades estas que causam impactos menores ao meio ambiente
e minimizam a necessidade da construção de grandes empreendimentos. Este
trabalho apresenta os principais mecanismos de promoção de fontes alternativas e
renováveis de geração de eletricidade tanto sob o ponto de vista teórico quanto
através da apresentação e análise de resultados obtidos da experiência
internacional. Também é feita a análise do contexto atual do setor elétrico brasileiro
e mundial, especialmente da evolução das políticas implementadas para o
desenvolvimento de fontes renováveis de energia.
"
1,"O objetivo deste trabalho foi realizar a modelagem de um sistema de armazenamento de energia e analisar sua contribuição para a regulação de tensão em um sistema de distribuição/microrrede. Portanto, este trabalho apresenta a análise de diferentes tipos de tecnologias de armazenamento com posterior justificativa da escolha da tecnologia utilizada, baseando-se em critérios apresentados. Em seguida, o embasamento teórico dos princípios de funcionamento dos conversores CC-CC e CC-CA foi descrito. Vale adiantar que foram implementados controladores do tipo proporcional-integrativo e fuzzy
no conversor CC-CA. Além disso, há a descrição de alguns modelos matemáticos utilizados para simular o elemento armazenador selecionado. Ademais, foi modelada também uma rede de distribuição para analisar a contribuição da conexão desse sistema de armazenamento na sua regulação de tensão. Por fim, as contribuições do elemento armazenador à rede de distribuição foi analisada a partir do perfil de tensão e da área de vulnerabilidade da rede em situações de faltas trifásicas e partidas de uma grande carga. De posse dos resultados,
concluiu-se que a conexão do BESS na rede de distribuição contribuiu de forma positiva na sua regulação de tensão. Ainda, a malha de controle com o controlador fuzzy apresentou desempenho similar à malha com proporcional-integrativo. "
1,"O cenário energético brasileiro enfrenta atualmente problemas tais como o crescimento do consumo, preocupação crescente com a sustentabilidade e limitações na capacidade de expansão da infraestrutura de geração de energia elétrica, fatores estes que incentivam o uso de tecnologias que venham a contribuir para a economia de energia. Visando munir o consumidor de uma
ferramenta para análise precisa e instantânea, para monitoramento do consumo de energia elétrica, foi desenvolvido o projeto de um Smart Meter. Visando o cenário de IoT, este projeto foi concebido por meio da utilização de um módulo embarcado, que realizou o monitoramento do consumo de energia de uma casa. Estes dados de consumo foram enviados para um serviço em nuvem, processados e posteriormente exibidos através de gráficos de fácil compreensão e interpretação
para o consumidor final, trazendo para realidade a proposta de conectar dispositivos na nuvem e obter ferramentas para uma análise de dados mais otimizada. Neste projeto tais ferramentas possibilitaram uma tomada de medidas de economia de energia mais precisas e objetivas ao longo do mês. A utilização módulos embarcados e serviços em nuvem possibilitaram a criação de uma
solução que utiliza ferramentas disponíveis no mercado, utilizadas em escala industrial e que possibilitam uma redução no tempo de Time-to-Market (TtM) de um produto. "
1,"O movimento onde objetos do dia a dia, antes inanimados, adquirem funcionalidades e conectam-se a internet é conhecido como Internet das Coisas. Esse trabalho tem como objetivo propor uma arquitetura de um sistema de internet das coisas aplicado à automação residencial. No futuro, casas inteligentes serão “conscientes” a respeito das coisas que acontecem dentro das mesmas, impactando, principalmente, em alguns aspectos como utilização inteligente de recursos, segurança e conforto. Através dessa arquitetura foi possível desenvolver um sistema configurável, sem fio e de fácil instalação de dispositivos distribuídos que adicionam funcionalidades de monitoramento e controle aos componentes
presentes em uma casa. Como ponto de partida, foram realizadas algumas modelagens descritas pelo projeto IoT-A. A partir dessas modelagens foi possível chegar em um sistema dividido em quatro componentes, referenciados durante o trabalho como Central de Controle, Aplicação Web, Aplicação Móvel e Periféricos. Cada componente foi discutido individualmente, com a mentalidade nos requisitos propostos e também pensando em escalabilidade, baixo custo e facilidade de desenvolvimento. O resultado desse trabalho foi uma arquitetura de um sistema de internet das coisas aplicada a automação residencial, esses conceitos e o modelo foram validados através de um protótipo, instalado em uma maquete, que demonstram e comprovam a viabilidade da arquitetura do sistema desenvolvido."
1,"Este trabalho tem por finalidade a apresentação da situação mundial em relação às fontes
de energia utilizadas, realizando um paralelo entre o uso de fontes de energia não- renováveis e
a busca pela substituição destas por energias renováveis, minimizando problemas e impactos
socioambientais. Como esse contexto é muito abrangente, buscou-se abordar os principais
meios de produção de energia elétrica, juntamente com o panorama energético atual, mostrando
as diferenças deste para como se apresentava anos atrás, com o intuito de salientar as vantagens
trazidas pelo uso de energias renováveis.
"
